Filepath,File,Retrieved,Path_Length
S:\Project Folders\Dave Ciolino\Completed Projects\1600-175 Cowell-Stevenson Boiler B-46 and B-88 Replacement CFR 64178 Proj #1600-175\H - Submittals and O&M's\O and M's\O&Ms (1)\O&Ms\Section 235216 Boiler Start Up Forms\START UP FORM UC SANTA CRUZ COWELL COLLEGE BOILER 2.pdf,START UP FORM UC SANTA CRUZ COWELL COLLEGE BOILER 2.pdf,"03/05/2020, 16:37:47",276
S:\Project Folders\Dave Ciolino\Completed Projects\1600-175 Cowell-Stevenson Boiler B-46 and B-88 Replacement CFR 64178 Proj #1600-175\H - Submittals and O&M's\O and M's\O&Ms (1)\O&Ms\Section 235216 Boiler Start Up Forms\START UP FORM UC SANTA CRUZ COWELL COLLEGE BOILER 3.pdf,START UP FORM UC SANTA CRUZ COWELL COLLEGE BOILER 3.pdf,"03/05/2020, 16:37:47",276
S:\Project Folders\Dave Ciolino\Completed Projects\2500-073 Nat Sci 2 SCIPP Assembly and Test Lab CFR 88335-CP 977471\H - Submittals and O&M's\Functional Testing\Functional Test Training Meeting Forms\As-Builts-OM-Test Forms\2500- 073 Funct.Test 5-10-18 (1).pdf,2500- 073 Funct.Test 5-10-18 (1).pdf,"03/05/2020, 16:37:47",261
S:\Project Folders\Dave Ciolino\Completed Projects\2500-073 Nat Sci 2 SCIPP Assembly and Test Lab CFR 88335-CP 977471\H - Submittals and O&M's\Functional Testing\Functional Test Training Meeting Forms\As-Builts-OM-Test Forms\2500- 073 Funct.Test 5-10-18 (2).pdf,2500- 073 Funct.Test 5-10-18 (2).pdf,"03/05/2020, 16:37:47",261
"S:\Project Folders\Dave Ciolino\Completed Projects\6700-003 Biomed Safety 2 Smoke Detectors 977028\E - Program and Design\Fire Alarm, FSD Control\File 6701 O&M - Redwood City Electric Volume IV Telecommunication Access Control Fire Alarm Video Surveillance.pdf",File 6701 O&M - Redwood City Electric Volume IV Telecommunication Access Control Fire Alarm Video Surveillance.pdf,"03/05/2020, 16:37:48",260
"S:\Project Folders\Dave Ciolino\Completed Projects\6701-009 Biomed 235C,245B Pre-Feas Study CFR 98350\E - Program and Design\BioMed Cold Rms 235C and 245B Humidity Control Feasibility Study Proj 6700-004\BioMed Environment Rooms 235C and 245B Discovery Summary.docx",BioMed Environment Rooms 235C and 245B Discovery Summary.docx,"03/05/2020, 16:37:48",265
"S:\Project Folders\Dave Ciolino\Completed Projects\6701-009 Biomed 235C,245B Pre-Feas Study CFR 98350\E - Program and Design\BioMed Cold Rms 235C and 245B Humidity Control Feasibility Study Proj 6700-004\Submittal 0334-15010-1 (Final Test and Balancing Report).pdf",Submittal 0334-15010-1 (Final Test and Balancing Report).pdf,"03/05/2020, 16:37:48",264
S:\Project Folders\Dave Ciolino\Completed Projects\6702 Biomedical Sciences Building Safety Upgrades 977029\E - Program and Design\BioMed Steam Problems\BioMed Vivarium Steam Leaks\Rack Washer\Rack Washer Piping Schem from File 6701 Devcon - Close Out Docs.pdf,Rack Washer Piping Schem from File 6701 Devcon - Close Out Docs.pdf,"03/05/2020, 16:37:48",260
"S:\Project Folders\Dave Ciolino\Completed Projects\6702 Biomedical Sciences Building Safety Upgrades 977029\E - Program and Design\Fire Alarm, FSD Control\File 6701 O&M - Redwood City Electric Volume IV Telecommunication Access Control Fire Alarm Video Surveillance.pdf",File 6701 O&M - Redwood City Electric Volume IV Telecommunication Access Control Fire Alarm Video Surveillance.pdf,"03/05/2020, 16:37:48",269
S:\Project Folders\Dave Ciolino\Completed Projects\6702 Biomedical Sciences Building Safety Upgrades 977029\E - Program and Design\Rack Washer and Schlyer Tunnel Washer Piping Replacement Problems\Rack Washer Piping Schem from File 6701 Devcon - Close Out Docs.pdf,Rack Washer Piping Schem from File 6701 Devcon - Close Out Docs.pdf,"03/05/2020, 16:37:48",264
S:\Project Folders\Dave Ciolino\Completed Projects\6702 Biomedical Sciences Building Safety Upgrades 977029\E - Program and Design\Rack Washer and Schlyer Tunnel Washer Piping Replacement Problems\BioMed Vivarium Steam Leaks\Tunnelcage washer\Submittal 242 R1.pdf,Submittal 242 R1.pdf,"03/05/2020, 16:37:48",263
S:\Project Folders\Dave Ciolino\Completed Projects\6702 Biomedical Sciences Building Safety Upgrades 977029\E - Program and Design\Rack Washer and Schlyer Tunnel Washer Piping Replacement Problems\BioMed Vivarium Steam Leaks\Tunnelcage washer\Tunnel.New.Pipe (0).JPG,Tunnel.New.Pipe (0).JPG,"03/05/2020, 16:37:48",266
S:\Project Folders\Dave Ciolino\Completed Projects\6702 Biomedical Sciences Building Safety Upgrades 977029\E - Program and Design\Rack Washer and Schlyer Tunnel Washer Piping Replacement Problems\BioMed Vivarium Steam Leaks\Tunnelcage washer\Tunnel.New.Pipe (1).JPG,Tunnel.New.Pipe (1).JPG,"03/05/2020, 16:37:48",266
S:\Project Folders\Dave Ciolino\Completed Projects\6702 Biomedical Sciences Building Safety Upgrades 977029\E - Program and Design\Rack Washer and Schlyer Tunnel Washer Piping Replacement Problems\BioMed Vivarium Steam Leaks\Tunnelcage washer\Tunnel.New.Pipe (2).JPG,Tunnel.New.Pipe (2).JPG,"03/05/2020, 16:37:48",266
S:\Project Folders\Dave Ciolino\Completed Projects\6702 Biomedical Sciences Building Safety Upgrades 977029\E - Program and Design\Rack Washer and Schlyer Tunnel Washer Piping Replacement Problems\BioMed Vivarium Steam Leaks\Tunnelcage washer\Tunnel.New.Pipe (3).JPG,Tunnel.New.Pipe (3).JPG,"03/05/2020, 16:37:48",266
S:\Project Folders\Dave Ciolino\Completed Projects\6702 Biomedical Sciences Building Safety Upgrades 977029\E - Program and Design\Rack Washer and Schlyer Tunnel Washer Piping Replacement Problems\BioMed Vivarium Steam Leaks\Tunnelcage washer\Tunnel.New.Pipe (4).JPG,Tunnel.New.Pipe (4).JPG,"03/05/2020, 16:37:48",266
S:\Project Folders\Dave Ciolino\Completed Projects\6702 Biomedical Sciences Building Safety Upgrades 977029\E - Program and Design\Rack Washer and Schlyer Tunnel Washer Piping Replacement Problems\BioMed Vivarium Steam Leaks\Tunnelcage washer\Tunnel.New.Pipe (5).JPG,Tunnel.New.Pipe (5).JPG,"03/05/2020, 16:37:48",266
"S:\Project Folders\Dave Ciolino\Completed Projects\6702 Biomedical Sciences Building Safety Upgrades 977029\E - Program and Design\Steam Condensate Return Tank\Progress Drawings\100% Progress Prints\2017-05-08 100% CD\PDF\M3.00 DETAILS, DIAGRAMS, AND SCHEDULES.PDF","M3.00 DETAILS, DIAGRAMS, AND SCHEDULES.PDF","03/05/2020, 16:37:48",264
S:\Project Folders\Dave Ciolino\Completed Projects\6702 Biomedical Sciences Building Safety Upgrades 977029\E - Program and Design\Steam Condensate Return Tank\Progress Drawings\100% Progress Prints\2017-05-08 100% CD\Specs\230100 Mechanical General Requirements.pdf,230100 Mechanical General Requirements.pdf,"03/05/2020, 16:37:48",266
S:\Project Folders\Dave Ciolino\Completed Projects\6702 Biomedical Sciences Building Safety Upgrades 977029\E - Program and Design\Steam Condensate Return Tank\Progress Drawings\100% Progress Prints\2017-05-08 100% CD\Specs\230923 Building Management System.pdf,230923 Building Management System.pdf,"03/05/2020, 16:37:48",261
S:\Project Folders\Dave Ciolino\Completed Projects\6702 Biomedical Sciences Building Safety Upgrades 977029\E - Program and Design\Steam Condensate Return Tank\Progress Drawings\100% Progress Prints\2017-05-08 100% CD\Specs\260100-General Electrical Requirements.pdf,260100-General Electrical Requirements.pdf,"03/05/2020, 16:37:48",266
S:\Project Folders\Dave Ciolino\Completed Projects\6702 Biomedical Sciences Building Safety Upgrades 977029\E - Program and Design\Steam Condensate Return Tank\Progress Drawings\100% Progress Prints\2017-05-08 100% CD\Specs\260553-Electrical Identification.pdf,260553-Electrical Identification.pdf,"03/05/2020, 16:37:48",260
S:\Project Folders\Dave Ciolino\Completed Projects\6702 Biomedical Sciences Building Safety Upgrades 977029\E - Program and Design\Steam Condensate Return Tank\Steam Condensate Pump Overpressurization Problem\Guttmann and Blaevoet 070914 FTSS-Bio Med-000 Layout.pdf,Guttmann and Blaevoet 070914 FTSS-Bio Med-000 Layout.pdf,"03/05/2020, 16:37:48",265
S:\Project Folders\Dave Ciolino\Completed Projects\6702 Biomedical Sciences Building Safety Upgrades 977029\E - Program and Design\Steam Condensate Return Tank\Steam Condensate Pump Overpressurization Problem\Guttmann and Blaevoet FTSS-Bio Med-000 Layout REV1.pdf,Guttmann and Blaevoet FTSS-Bio Med-000 Layout REV1.pdf,"03/05/2020, 16:37:48",263
S:\Project Folders\Dave Ciolino\Completed Projects\6702 Biomedical Sciences Building Safety Upgrades 977029\E - Program and Design\Steam Condensate Return Tank\Steam Condensate Pump Overpressurization Problem\G&B Proposed Solution Schematic 011614\ti-2-201-us.pdf,ti-2-201-us.pdf,"03/05/2020, 16:37:48",263
S:\Project Folders\Dave Ciolino\Completed Projects\6702 Biomedical Sciences Building Safety Upgrades 977029\E - Program and Design\Steam Generator Feed Water Pipe\Steam Generator Feedwater Pipe Pitting Problem\BioMed FD-150 DA Tank M.U. Water Pipe Failures.pdf,BioMed FD-150 DA Tank M.U. Water Pipe Failures.pdf,"03/05/2020, 16:37:49",260
S:\Project Folders\Dave Ciolino\Completed Projects\Cooling Tower CT-4 Safety and Reliability Imprvmts 976195 Proj #9069-002\E - Program and Design\CT-4 Roof Access Platform and Basin Water Proofing\9069-002D Roof Platform\Project 9069-002C Roof Platform CD Review.xlsx,Project 9069-002C Roof Platform CD Review.xlsx,"03/05/2020, 16:37:49",268
S:\Project Folders\Dave Ciolino\Completed Projects\Porter Dining Boiler Replacement Design CFR 64372 Proj #3000-163\E - Program and Design\Applicable Pre-Con As-built Documents\File 3045 Div 11 and 15 Specs\File 3045 Conformed CD Specs Div 15450 Plbg Equip.pdf,File 3045 Conformed CD Specs Div 15450 Plbg Equip.pdf,"03/05/2020, 16:37:49",260
S:\Project Folders\Dave Ciolino\Completed Projects\Porter Dining Boiler Replacement Design CFR 64372 Proj #3000-163\F - Bid Documents and Contract Award\Bid Documents\Controls 3000-163A\Porter College- Dining Commons SHW Boiler Revise Graphics Scope of Work.doc,Porter College- Dining Commons SHW Boiler Revise Graphics Scope of Work.doc,"03/05/2020, 16:37:49",261
S:\Project Folders\Dave Ciolino\Completed Projects\Porter Dining Deli Refrigeration CFR 64371 Proj #3000-162\F - Bid Documents and Contract Award\F - Contract Documents and Contract Award\95%CD\Elec Engr Prelim CD drawings submittal\2015-10-13 - CPEinc - E0.0-E7.0 - 100CD Review Set.pdf,2015-10-13 - CPEinc - E0.0-E7.0 - 100CD Review Set.pdf,"03/05/2020, 16:37:49",287
S:\Project Folders\Dave Ciolino\Completed Projects\Porter Dining Deli Refrigeration CFR 64371 Proj #3000-162\F - Bid Documents and Contract Award\F - Contract Documents and Contract Award\95%CD\Elec Engr Prelim CD drawings submittal\UCSC Porter S1K - 10-09-2015-1A-B-C - published..pdf,UCSC Porter S1K - 10-09-2015-1A-B-C - published..pdf,"03/05/2020, 16:37:49",285
S:\Project Folders\Dave Ciolino\Completed Projects\Porter Dining Deli Refrigeration CFR 64371 Proj #3000-162\F - Bid Documents and Contract Award\F - Contract Documents and Contract Award\95%CD\Elec Engr Prelim CD drawings submittal\UCSC Porter SLC -10- 01-2015-1A-B-C - published.pdf,UCSC Porter SLC -10- 01-2015-1A-B-C - published.pdf,"03/05/2020, 16:37:49",284
S:\Project Folders\KRESGE PROJECT\_DESIGNPHASE\E - Program and Design\E.5 DRAWING SUBMISSIONS\E.5.6 BP #1 DEMO +ROUGH GRADE\2019 08 15 TREE DEMO AND PROTECTION_ADDENDUM 1\Specifications\015639NC Temp Tree and Landscape Protection_Kresge Early Work Package No. 1_Addendum 1.doc,015639NC Temp Tree and Landscape Protection_Kresge Early Work Package No. 1_Addendum 1.doc,"03/05/2020, 16:38:39",276
S:\Project Folders\KRESGE PROJECT\_DESIGNPHASE\E - Program and Design\E.5 DRAWING SUBMISSIONS\E.5.6 BP #1 DEMO +ROUGH GRADE\2019 08 15 TREE DEMO AND PROTECTION_ADDENDUM 1\Specifications\015639NC Temp Tree and Landscape Protection_Kresge Early Work Package No. 1_Addendum 1.pdf,015639NC Temp Tree and Landscape Protection_Kresge Early Work Package No. 1_Addendum 1.pdf,"03/05/2020, 16:38:39",276
S:\Project Folders\KRESGE PROJECT\_DESIGNPHASE\F - Bid Documents and Contract Award\Drawings and Specs\7. BP #1 DEMO +ROUGH GRADE\2019 08 15 TREE DEMO AND PROTECTION_ADDENDUM 1\Drawings\190814_Kresge Early Work Package-Tree Demo and Protection Plans_Addendum 1.pdf,190814_Kresge Early Work Package-Tree Demo and Protection Plans_Addendum 1.pdf,"03/05/2020, 16:38:45",264
S:\Project Folders\KRESGE PROJECT\_DESIGNPHASE\F - Bid Documents and Contract Award\Drawings and Specs\7. BP #1 DEMO +ROUGH GRADE\2019 08 15 TREE DEMO AND PROTECTION_ADDENDUM 1\Specifications\015639NC Temp Tree and Landscape Protection_Kresge Early Work Package No. 1_Addendum 1.doc,015639NC Temp Tree and Landscape Protection_Kresge Early Work Package No. 1_Addendum 1.doc,"03/05/2020, 16:38:45",282
S:\Project Folders\KRESGE PROJECT\_DESIGNPHASE\F - Bid Documents and Contract Award\Drawings and Specs\7. BP #1 DEMO +ROUGH GRADE\2019 08 15 TREE DEMO AND PROTECTION_ADDENDUM 1\Specifications\015639NC Temp Tree and Landscape Protection_Kresge Early Work Package No. 1_Addendum 1.pdf,015639NC Temp Tree and Landscape Protection_Kresge Early Work Package No. 1_Addendum 1.pdf,"03/05/2020, 16:38:45",282
S:\Project Folders\KRESGE PROJECT\_DESIGNPHASE\F - Bid Documents and Contract Award\F5 - Drawings and Specifications.Bidding Documents.Addenda\Drawings and Specs\4.95DD\CAD\1_SITE\1_17042_UCSC KRESGE_SITE_ckeech-Sheet - A-150 - SITE LIGHTING-Floor Plan - SITE LIGHTING PLAN.dwg,1_17042_UCSC KRESGE_SITE_ckeech-Sheet - A-150 - SITE LIGHTING-Floor Plan - SITE LIGHTING PLAN.dwg,"03/05/2020, 16:38:46",277
S:\Project Folders\KRESGE PROJECT\_DESIGNPHASE\F - Bid Documents and Contract Award\F5 - Drawings and Specifications.Bidding Documents.Addenda\Drawings and Specs\4.95DD\CAD\1_SITE\1_17042_UCSC KRESGE_SITE_ckeech-Sheet - A-150 - SITE LIGHTING-Legend - SITE LIGHTING LEGEND.dwg,1_17042_UCSC KRESGE_SITE_ckeech-Sheet - A-150 - SITE LIGHTING-Legend - SITE LIGHTING LEGEND.dwg,"03/05/2020, 16:38:46",275
S:\Project Folders\KRESGE PROJECT\_DESIGNPHASE\F - Bid Documents and Contract Award\F5 - Drawings and Specifications.Bidding Documents.Addenda\Drawings and Specs\4.95DD\CAD\1_SITE\1_17042_UCSC KRESGE_SITE_ckeech-Sheet - G-000 - COVER SHEET-Legend - UC Seal.dwg,1_17042_UCSC KRESGE_SITE_ckeech-Sheet - G-000 - COVER SHEET-Legend - UC Seal.dwg,"03/05/2020, 16:38:46",260
S:\Project Folders\KRESGE PROJECT\_DESIGNPHASE\F - Bid Documents and Contract Award\F5 - Drawings and Specifications.Bidding Documents.Addenda\Drawings and Specs\4.95DD\CAD\1_SITE\1_17042_UCSC KRESGE_SITE_ckeech-Sheet - G-001 - ABBREV-1396924-409851-ND MATERIAL LEGEND-Legend - GENERAL CONSTRUCTION NOTES.dwg,1_17042_UCSC KRESGE_SITE_ckeech-Sheet - G-001 - ABBREV-1396924-409851-ND MATERIAL LEGEND-Legend - GENERAL CONSTRUCTION NOTES.dwg,"03/05/2020, 16:38:46",308
"S:\Project Folders\KRESGE PROJECT\_DESIGNPHASE\F - Bid Documents and Contract Award\F5 - Drawings and Specifications.Bidding Documents.Addenda\Drawings and Specs\4.95DD\CAD\1_SITE\1_17042_UCSC KRESGE_SITE_ckeech-Sheet - G-001 - ABBREVIATIONS, SYMBOLS AND MATERIAL LEGEND-Legend - ABBREVIATIONS.dwg","1_17042_UCSC KRESGE_SITE_ckeech-Sheet - G-001 - ABBREVIATIONS, SYMBOLS AND MATERIAL LEGEND-Legend - ABBREVIATIONS.dwg","03/05/2020, 16:38:46",297
"S:\Project Folders\KRESGE PROJECT\_DESIGNPHASE\F - Bid Documents and Contract Award\F5 - Drawings and Specifications.Bidding Documents.Addenda\Drawings and Specs\4.95DD\CAD\1_SITE\1_17042_UCSC KRESGE_SITE_ckeech-Sheet - G-001 - ABBREVIATIONS, SYMBOLS AND MATERIAL LEGEND-Legend - G-SYMBOLS.dwg","1_17042_UCSC KRESGE_SITE_ckeech-Sheet - G-001 - ABBREVIATIONS, SYMBOLS AND MATERIAL LEGEND-Legend - G-SYMBOLS.dwg","03/05/2020, 16:38:46",293
"S:\Project Folders\KRESGE PROJECT\_DESIGNPHASE\F - Bid Documents and Contract Award\F5 - Drawings and Specifications.Bidding Documents.Addenda\Drawings and Specs\4.95DD\CAD\1_SITE\1_17042_UCSC KRESGE_SITE_ckeech-Sheet - G-001 - ABBREVIATIONS, SYMBOLS AND MATERIAL LEGEND-Legend - MATERAILS LIST.dwg","1_17042_UCSC KRESGE_SITE_ckeech-Sheet - G-001 - ABBREVIATIONS, SYMBOLS AND MATERIAL LEGEND-Legend - MATERAILS LIST.dwg","03/05/2020, 16:38:46",298
"S:\Project Folders\KRESGE PROJECT\_DESIGNPHASE\F - Bid Documents and Contract Award\F5 - Drawings and Specifications.Bidding Documents.Addenda\Drawings and Specs\4.95DD\CAD\1_SITE\1_17042_UCSC KRESGE_SITE_ckeech-Sheet - G-001 - ABBREVIATIONS, SYMBOLS AND MATERIAL LEGEND-Legend - PROJECT NOTES.dwg","1_17042_UCSC KRESGE_SITE_ckeech-Sheet - G-001 - ABBREVIATIONS, SYMBOLS AND MATERIAL LEGEND-Legend - PROJECT NOTES.dwg","03/05/2020, 16:38:46",297
"S:\Project Folders\KRESGE PROJECT\_DESIGNPHASE\F - Bid Documents and Contract Award\F5 - Drawings and Specifications.Bidding Documents.Addenda\Drawings and Specs\4.95DD\CAD\1_SITE\1_17042_UCSC KRESGE_SITE_ckeech-Sheet - G-001 - ABBREVIATIONS, SYMBOLS AND MATERIAL LEGEND.dwg","1_17042_UCSC KRESGE_SITE_ckeech-Sheet - G-001 - ABBREVIATIONS, SYMBOLS AND MATERIAL LEGEND.dwg","03/05/2020, 16:38:46",274
"S:\Project Folders\KRESGE PROJECT\_DESIGNPHASE\F - Bid Documents and Contract Award\F5 - Drawings and Specifications.Bidding Documents.Addenda\Drawings and Specs\4.95DD\CAD\1_SITE\1_17042_UCSC KRESGE_SITE_ckeech-Sheet - G-001 - ABBREVIATIONS, SYMBOLS AND MATERIAL LEGEND.pcp","1_17042_UCSC KRESGE_SITE_ckeech-Sheet - G-001 - ABBREVIATIONS, SYMBOLS AND MATERIAL LEGEND.pcp","03/05/2020, 16:38:46",274
S:\Project Folders\KRESGE PROJECT\_DESIGNPHASE\F - Bid Documents and Contract Award\F5 - Drawings and Specifications.Bidding Documents.Addenda\Drawings and Specs\4.95DD\CAD\1_SITE\1_17042_UCSC KRESGE_SITE_ckeech-Sheet - G-002 - ACCESS AN-1398947-_UCSC KRESGE_ARCH_BRIDGE_MAIN-rvt-1-ACCESS AND CIRCULATION.dwg,1_17042_UCSC KRESGE_SITE_ckeech-Sheet - G-002 - ACCESS AN-1398947-_UCSC KRESGE_ARCH_BRIDGE_MAIN-rvt-1-ACCESS AND CIRCULATION.dwg,"03/05/2020, 16:38:46",308
S:\Project Folders\KRESGE PROJECT\_DESIGNPHASE\F - Bid Documents and Contract Award\F5 - Drawings and Specifications.Bidding Documents.Addenda\Drawings and Specs\4.95DD\CAD\1_SITE\1_17042_UCSC KRESGE_SITE_ckeech-Sheet - G-002 - ACCESS AND CIRCULATION-Floor Plan - ACCESS AND CIRCULATION.dwg,1_17042_UCSC KRESGE_SITE_ckeech-Sheet - G-002 - ACCESS AND CIRCULATION-Floor Plan - ACCESS AND CIRCULATION.dwg,"03/05/2020, 16:38:46",290
S:\Project Folders\KRESGE PROJECT\_DESIGNPHASE\F - Bid Documents and Contract Award\F5 - Drawings and Specifications.Bidding Documents.Addenda\Drawings and Specs\4.95DD\CAD\1_SITE\1_17042_UCSC KRESGE_SITE_ckeech-Sheet - G-002 - ACCESS AND CIRCULATION-Legend - ACCESS AND CIRCULATION LEGEND.dwg,1_17042_UCSC KRESGE_SITE_ckeech-Sheet - G-002 - ACCESS AND CIRCULATION-Legend - ACCESS AND CIRCULATION LEGEND.dwg,"03/05/2020, 16:38:46",293
S:\Project Folders\KRESGE PROJECT\_DESIGNPHASE\F - Bid Documents and Contract Award\F5 - Drawings and Specifications.Bidding Documents.Addenda\Drawings and Specs\4.95DD\CAD\1_SITE\1_17042_UCSC KRESGE_SITE_ckeech-Sheet - G-002 - ACCESS AND CIRCULATION-Legend - CODE TEXT FOR SITE.dwg,1_17042_UCSC KRESGE_SITE_ckeech-Sheet - G-002 - ACCESS AND CIRCULATION-Legend - CODE TEXT FOR SITE.dwg,"03/05/2020, 16:38:46",282
S:\Project Folders\KRESGE PROJECT\_DESIGNPHASE\F - Bid Documents and Contract Award\F5 - Drawings and Specifications.Bidding Documents.Addenda\Drawings and Specs\4.95DD\CAD\1_SITE\1_17042_UCSC KRESGE_SITE_ckeech-Sheet - G-002 - ACCESS AND CIRCULATION-Legend - SERVICE VEHICLES.dwg,1_17042_UCSC KRESGE_SITE_ckeech-Sheet - G-002 - ACCESS AND CIRCULATION-Legend - SERVICE VEHICLES.dwg,"03/05/2020, 16:38:46",280
S:\Project Folders\KRESGE PROJECT\_DESIGNPHASE\F - Bid Documents and Contract Award\F5 - Drawings and Specifications.Bidding Documents.Addenda\Drawings and Specs\4.95DD\CAD\1_SITE\1_17042_UCSC KRESGE_SITE_ckeech-Sheet - G-003 - FIRE SEPARATION DIAGRAM-Floor Plan - FIRE SEPARATION DIAGRAM.dwg,1_17042_UCSC KRESGE_SITE_ckeech-Sheet - G-003 - FIRE SEPARATION DIAGRAM-Floor Plan - FIRE SEPARATION DIAGRAM.dwg,"03/05/2020, 16:38:46",292
S:\Project Folders\KRESGE PROJECT\_DESIGNPHASE\F - Bid Documents and Contract Award\F5 - Drawings and Specifications.Bidding Documents.Addenda\Drawings and Specs\4.95DD\CAD\1_SITE\1_17042_UCSCKRESGE_ARCH_BRIDGE_MAIN_ckeech-190311_BridgeTerminusPerspectiveSketch-1047635.jpg,1_17042_UCSCKRESGE_ARCH_BRIDGE_MAIN_ckeech-190311_BridgeTerminusPerspectiveSketch-1047635.jpg,"03/05/2020, 16:38:46",273
S:\Project Folders\KRESGE PROJECT\_DESIGNPHASE\F - Bid Documents and Contract Award\F5 - Drawings and Specifications.Bidding Documents.Addenda\Drawings and Specs\4.95DD\CAD\1_SITE\1_17042_UCSCKRESGE_ARCH_BRIDGE_MAIN_ckeech-190311_BridgeTerminusPerspectiveSketch-1047849.jpg,1_17042_UCSCKRESGE_ARCH_BRIDGE_MAIN_ckeech-190311_BridgeTerminusPerspectiveSketch-1047849.jpg,"03/05/2020, 16:38:46",273
S:\Project Folders\KRESGE PROJECT\_DESIGNPHASE\F - Bid Documents and Contract Award\F5 - Drawings and Specifications.Bidding Documents.Addenda\Drawings and Specs\4.95DD\CAD\1_SITE\1_17042_UCSCKRESGE_ARCH_BRIDGE_MAIN_ckeech-SGALOGO-2INX0.9IN-1200DPI-1074912.png,1_17042_UCSCKRESGE_ARCH_BRIDGE_MAIN_ckeech-SGALOGO-2INX0.9IN-1200DPI-1074912.png,"03/05/2020, 16:38:46",260
S:\Project Folders\KRESGE PROJECT\_DESIGNPHASE\F - Bid Documents and Contract Award\F7 - Bid Documents\WP #1 Bidding Documents\CMaR Bid\Contract Documents\Conformed contract documents\3238 Kresge College Project CMAR Bidding Documents with Best Value Language.pdf,3238 Kresge College Project CMAR Bidding Documents with Best Value Language.pdf,"03/05/2020, 16:38:46",263
S:\Project Folders\KRESGE PROJECT\_DESIGNPHASE\F - Bid Documents and Contract Award\F7 - Bid Documents\WP #1 Bidding Documents\Demo Package 1&2\Working Folder\190724 SG markups on temp service\260526NC_GROUNDING AND BONDING FOR ELECTRICAL SYSTEMS sga comments.pdf,260526NC_GROUNDING AND BONDING FOR ELECTRICAL SYSTEMS sga comments.pdf,"03/05/2020, 16:38:46",263
S:\Project Folders\KRESGE PROJECT\_DESIGNPHASE\F - Bid Documents and Contract Award\F7 - Bid Documents\WP #1 Bidding Documents\Tree Removal\Bid Docs\Working Folder\190710_Kresge Early Work Package-Tree Demo and Protection Plans (SHOWING TREE NUMBERS FOR REMOVALS).pdf,190710_Kresge Early Work Package-Tree Demo and Protection Plans (SHOWING TREE NUMBERS FOR REMOVALS).pdf,"03/05/2020, 16:38:46",267
S:\Project Folders\Luis Roa\B1-3300-024 Kerr Hall(977034)\B - Administrative Reviews and Approvals\B1 Chancellor's and delegated approval\Coordination with Capital Planning\Full Budget\Project Summary Coordination\Kerr 283 Renov for Grad Div - Full Budget 03-08-19.doc,Kerr 283 Renov for Grad Div - Full Budget 03-08-19.doc,"03/05/2020, 16:38:51",268
S:\Project Folders\Luis Roa\B1-3300-024 Kerr Hall(977034)\B - Administrative Reviews and Approvals\B1 Chancellor's and delegated approval\Coordination with Capital Planning\Full Budget\Project Summary Coordination\Kerr 283 Renov for Grad Div - Proj Summary Full Budget 2019-5-10 LAR edits.doc,Kerr 283 Renov for Grad Div - Proj Summary Full Budget 2019-5-10 LAR edits.doc,"03/05/2020, 16:38:51",292
S:\Project Folders\Luis Roa\B1-3300-024 Kerr Hall(977034)\B - Administrative Reviews and Approvals\B1 Chancellor's and delegated approval\Coordination with Capital Planning\Full Budget\Project Summary Coordination\Kerr 283 Renov for Grad Div - Proj Summary Full Budget 2019-5-6 KRS edits.doc,Kerr 283 Renov for Grad Div - Proj Summary Full Budget 2019-5-6 KRS edits.doc,"03/05/2020, 16:38:51",291
S:\Project Folders\Luis Roa\B1-3300-024 Kerr Hall(977034)\B - Administrative Reviews and Approvals\B1 Chancellor's and delegated approval\Coordination with Capital Planning\Full Budget\To Capital Planning\3-UCSC Kerr Hall Room 283 Renovation DD 2-27-18-FINAL.pdf,3-UCSC Kerr Hall Room 283 Renovation DD 2-27-18-FINAL.pdf,"03/05/2020, 16:38:51",262
S:\Project Folders\Luis Roa\B1-3300-024 Kerr Hall(977034)\B - Administrative Reviews and Approvals\B1 Chancellor's and delegated approval\Coordination with Capital Planning\Full Budget\To Capital Planning\Kerr 283 Renov for Grad Div - Proj Summary Full Budget 2019-5-6 KRS edits TFe edits.doc,Kerr 283 Renov for Grad Div - Proj Summary Full Budget 2019-5-6 KRS edits TFe edits.doc,"03/05/2020, 16:38:51",292
S:\Project Folders\Luis Roa\B1-3300-024 Kerr Hall(977034)\B - Administrative Reviews and Approvals\B1 Chancellor's and delegated approval\Coordination with Capital Planning\Full Budget\To Capital Planning\Kerr Hall Suite 283 Remodel Improvements REVISED- APPROVED 2 Proj Sum.pdf,Kerr Hall Suite 283 Remodel Improvements REVISED- APPROVED 2 Proj Sum.pdf,"03/05/2020, 16:38:51",278
S:\Project Folders\Luis Roa\B1-3300-024 Kerr Hall(977034)\B - Administrative Reviews and Approvals\B1 Chancellor's and delegated approval\Coordination with Capital Planning\P Phase Coordination\Kerr 283 Renov for Grad Div - P-phase Proj Sum 2018-12-18 DAL edits for final review.doc,Kerr 283 Renov for Grad Div - P-phase Proj Sum 2018-12-18 DAL edits for final review.doc,"03/05/2020, 16:38:51",282
